# ITC Data: Sat Mar 27 14:36:15 CLST 2021
 
801.000	0.000
801.667	0.000
802.333	0.000
803.000	0.000
803.667	0.000
804.334	0.000
805.000	0.000
805.667	0.000
806.334	0.000
807.000	0.000
807.667	0.000
808.334	0.000
809.000	0.000
809.667	0.000
810.334	0.000
811.001	0.000
811.667	0.000
812.334	0.000
813.001	0.000
813.667	0.000
814.334	0.000
815.001	0.000
815.667	0.000
816.334	0.000
817.001	0.000
817.668	0.000
818.334	0.000
819.001	0.000
819.668	0.000
820.334	0.000
821.001	0.000
821.668	0.000
822.334	0.000
823.001	0.000
823.668	0.000
824.335	0.000
825.001	0.000
825.668	0.000
826.335	0.000
827.001	0.000
827.668	0.000
828.335	0.000
829.001	0.000
829.668	0.000
830.335	0.000
831.002	0.000
831.668	0.000
832.335	0.000
833.002	0.000
833.668	0.000
834.335	0.000
835.002	0.000
835.668	0.000
836.335	0.000
837.002	0.000
837.669	0.000
838.335	0.000
839.002	0.000
839.669	0.000
840.335	0.000
841.002	0.000
841.669	0.000
842.335	0.000
843.002	0.000
843.669	0.000
844.336	0.000
845.002	0.000
845.669	0.000
846.336	0.000
847.002	0.000
847.669	0.000
848.336	0.000
849.002	0.000
849.669	0.000
850.336	0.000
851.003	0.000
851.669	0.000
852.336	0.000
853.003	0.000
853.669	0.000
854.336	0.000
855.003	0.000
855.669	0.000
856.336	0.000
857.003	0.000
857.670	0.000
858.336	0.000
859.003	0.000
859.670	0.000
860.336	0.000
861.003	0.000
861.670	0.000
862.336	0.000
863.003	0.000
863.670	0.000
864.337	0.000
865.003	0.000
865.670	0.000
866.337	0.000
867.003	0.000
867.670	0.000
868.337	0.000
869.003	0.000
869.670	0.000
870.337	0.000
871.004	0.000
871.670	0.000
872.337	0.000
873.004	0.000
873.670	0.000
874.337	0.000
875.004	0.000
875.670	0.000
876.337	0.000
877.004	0.000
877.671	0.000
878.337	0.000
879.004	0.000
879.671	0.000
880.337	0.000
881.004	0.000
881.671	0.000
882.337	0.000
883.004	0.000
883.671	0.000
884.338	0.000
885.004	0.000
885.671	0.000
886.338	0.000
887.004	0.000
887.671	0.000
888.338	0.000
889.004	0.000
889.671	0.000
890.338	0.000
891.005	0.000
891.671	0.000
892.338	0.000
893.005	0.000
893.671	0.000
894.338	0.000
895.005	0.000
895.671	0.000
896.338	0.000
897.005	0.000
897.672	0.000
898.338	0.192
899.005	1.463
899.672	3.868
900.338	6.652
901.005	8.408
901.672	8.922
902.338	9.479
903.005	10.112
903.672	10.476
904.339	10.811
905.005	11.241
905.672	11.584
906.339	11.980
907.005	12.318
907.672	12.363
908.339	12.371
909.005	12.287
909.672	12.157
910.339	12.225
911.006	12.401
911.672	12.629
912.339	12.746
913.006	12.743
913.672	12.844
914.339	12.801
915.006	12.880
915.672	13.131
916.339	13.040
917.006	13.136
917.673	13.493
918.339	13.616
919.006	13.946
919.673	14.392
920.339	14.538
921.006	14.660
921.673	14.801
922.339	14.866
923.006	14.969
923.673	15.045
924.340	15.074
925.006	15.102
925.673	15.183
926.340	15.200
927.006	14.921
927.673	14.507
928.340	13.948
929.006	13.099
929.673	11.023
930.340	8.531
931.007	6.975
931.673	6.159
932.340	5.839
933.007	5.975
933.673	6.636
934.340	7.260
935.007	7.787
935.673	8.494
936.340	6.609
937.007	5.278
937.674	5.283
938.340	6.081
939.007	7.824
939.674	10.457
940.340	11.694
941.007	10.849
