# ITC Data: Sat Mar 27 14:35:52 CLST 2021
 
810.718	0.000
810.794	14.384
810.870	14.473
810.946	14.509
811.022	14.518
811.098	14.524
811.174	14.534
811.250	14.545
811.326	14.551
811.402	14.550
811.478	14.541
811.554	14.527
811.630	14.511
811.706	14.495
811.782	14.482
811.858	14.470
811.934	14.457
812.010	14.441
812.086	14.418
812.162	14.390
812.238	14.359
812.314	14.331
812.390	14.309
812.466	14.291
812.542	14.274
812.618	14.251
812.694	14.222
812.770	14.192
812.846	14.167
812.922	14.151
812.998	14.142
813.074	14.136
813.150	14.126
813.226	14.107
813.302	14.081
813.378	14.051
813.454	14.022
813.530	13.996
813.606	13.974
813.682	13.954
813.758	13.934
813.834	13.915
813.910	13.895
813.986	13.877
814.062	13.857
814.138	13.834
814.214	13.804
814.290	13.763
814.366	13.701
814.442	13.608
814.518	13.486
814.594	13.350
814.670	13.217
814.746	13.105
814.822	13.024
814.898	12.976
814.974	12.953
815.050	12.946
815.126	12.954
815.202	12.983
815.278	13.038
815.354	13.113
815.430	13.198
815.506	13.275
815.582	13.329
815.658	13.355
815.734	13.358
815.810	13.350
815.886	13.336
815.962	13.312
816.038	13.270
816.114	13.206
816.190	13.123
816.266	13.029
816.342	12.934
816.418	12.850
816.494	12.785
816.570	12.743
816.646	12.719
816.722	12.716
816.798	12.734
816.874	12.776
816.950	12.840
817.026	12.922
817.102	13.012
817.178	13.101
817.254	13.179
817.330	13.246
817.406	13.298
817.482	13.332
817.558	13.345
817.634	13.338
817.710	13.318
817.786	13.291
817.862	13.264
817.938	13.243
818.014	13.231
818.090	13.224
818.166	13.213
818.242	13.191
818.318	13.158
818.394	13.122
818.470	13.090
818.546	13.067
818.622	13.053
818.698	13.045
818.774	13.039
818.850	13.035
818.926	13.034
819.002	13.037
819.078	13.044
819.154	13.057
819.230	13.074
819.306	13.095
819.382	13.119
819.458	13.147
819.534	13.178
819.610	13.213
819.686	13.256
819.762	13.311
819.838	13.378
819.914	13.457
819.990	13.542
820.066	13.629
820.142	13.710
820.218	13.779
820.294	13.835
820.370	13.883
820.446	13.924
820.522	13.957
820.598	13.984
820.674	14.008
820.750	14.030
820.826	14.052
820.902	14.072
820.978	14.086
821.054	14.094
821.130	14.096
821.206	14.095
821.282	14.096
821.358	14.098
821.434	14.097
821.510	14.088
821.586	14.068
821.662	14.037
821.738	13.997
821.814	13.952
821.890	13.901
821.966	13.839
822.042	13.765
822.118	13.679
822.194	13.582
822.270	13.481
822.346	13.379
822.422	13.273
822.498	13.159
822.574	13.035
822.650	12.903
822.726	12.767
822.802	12.632
822.878	12.509
822.954	12.417
823.030	12.369
823.106	12.368
823.182	12.406
823.258	12.467
823.334	12.538
823.410	12.619
823.486	12.717
823.562	12.833
823.638	12.964
823.714	13.108
823.790	13.257
823.866	13.402
823.942	13.527
824.018	13.619
824.094	13.676
824.170	13.705
824.246	13.721
824.322	13.737
824.398	13.758
824.474	13.781
824.550	13.801
824.626	13.816
824.702	13.832
824.778	13.854
824.854	13.887
824.930	13.924
825.006	13.955
825.082	13.970
825.158	13.966
825.234	13.944
825.310	13.911
825.386	13.873
825.462	13.830
825.538	13.781
825.614	13.724
825.690	13.660
825.766	13.590
825.842	13.518
825.918	13.452
825.994	13.402
826.070	13.375
826.146	13.373
826.222	13.393
826.298	13.430
826.374	13.480
826.450	13.536
826.526	13.593
826.602	13.649
826.678	13.701
826.754	13.750
826.830	13.792
826.906	13.823
826.982	13.832
827.058	13.806
827.134	13.731
827.210	13.605
827.286	13.443
827.362	13.271
827.438	13.116
827.514	13.001
827.590	12.932
827.666	12.899
827.742	12.884
827.818	12.876
