# ITC Data: Sat Mar 27 14:39:41 CLST 2021
 
590.718	0.000
590.794	13.724
590.870	13.705
590.946	13.683
591.022	13.662
591.098	13.643
591.174	13.627
591.250	13.616
591.326	13.611
591.402	13.610
591.478	13.615
591.554	13.626
591.630	13.640
591.706	13.657
591.782	13.677
591.858	13.697
591.934	13.718
592.010	13.737
592.086	13.754
592.162	13.770
592.238	13.781
592.314	13.788
592.390	13.790
592.466	13.786
592.542	13.776
592.618	13.758
592.694	13.734
592.770	13.705
592.846	13.674
592.922	13.641
592.998	13.610
593.074	13.588
593.150	13.579
593.226	13.584
593.302	13.603
593.378	13.635
593.454	13.678
593.530	13.726
593.606	13.775
593.682	13.825
593.758	13.872
593.834	13.912
593.910	13.942
593.986	13.959
594.062	13.964
594.138	13.958
594.214	13.945
594.290	13.930
594.366	13.913
594.442	13.895
594.518	13.874
594.594	13.852
594.670	13.827
594.746	13.801
594.822	13.777
594.898	13.754
594.974	13.736
595.050	13.723
595.126	13.717
595.202	13.718
595.278	13.728
595.354	13.746
595.430	13.771
595.506	13.805
595.582	13.843
595.658	13.884
595.734	13.924
595.810	13.961
595.886	13.992
595.962	14.016
596.038	14.032
596.114	14.043
596.190	14.050
596.266	14.051
596.342	14.046
596.418	14.036
596.494	14.022
596.570	14.003
596.646	13.982
596.722	13.960
596.798	13.938
596.874	13.917
596.950	13.896
597.026	13.878
597.102	13.861
597.178	13.846
597.254	13.833
597.330	13.823
597.406	13.818
597.482	13.816
597.558	13.819
597.634	13.827
597.710	13.839
597.786	13.855
597.862	13.876
597.938	13.901
598.014	13.930
598.090	13.959
598.166	13.988
598.242	14.012
598.318	14.031
598.394	14.042
598.470	14.048
598.546	14.048
598.622	14.046
598.698	14.043
598.774	14.042
598.850	14.044
598.926	14.048
599.002	14.055
599.078	14.062
599.154	14.070
599.230	14.077
599.306	14.084
599.382	14.090
599.458	14.094
599.534	14.095
599.610	14.094
599.686	14.090
599.762	14.083
599.838	14.074
599.914	14.064
599.990	14.056
600.066	14.051
600.142	14.051
600.218	14.054
600.294	14.061
600.370	14.070
600.446	14.079
600.522	14.090
600.598	14.103
600.674	14.119
600.750	14.137
600.826	14.154
600.902	14.171
600.978	14.185
601.054	14.197
601.130	14.207
601.206	14.216
601.282	14.225
601.358	14.233
601.434	14.240
601.510	14.247
601.586	14.255
601.662	14.264
601.738	14.272
601.814	14.281
601.890	14.289
601.966	14.296
602.042	14.301
602.118	14.303
602.194	14.303
602.270	14.300
602.346	14.295
602.422	14.289
602.498	14.281
602.574	14.273
602.650	14.266
602.726	14.260
602.802	14.256
602.878	14.253
602.954	14.253
603.030	14.254
603.106	14.257
603.182	14.261
603.258	14.266
603.334	14.271
603.410	14.276
603.486	14.282
603.562	14.288
603.638	14.294
603.714	14.300
603.790	14.304
603.866	14.308
603.942	14.312
604.018	14.314
604.094	14.317
604.170	14.319
604.246	14.322
604.322	14.326
604.398	14.331
604.474	14.337
604.550	14.345
604.626	14.353
604.702	14.362
604.778	14.372
604.854	14.382
604.930	14.393
605.006	14.404
605.082	14.416
605.158	14.428
605.234	14.439
605.310	14.448
605.386	14.456
605.462	14.461
605.538	14.463
605.614	14.462
605.690	14.459
605.766	14.455
605.842	14.449
605.918	14.442
605.994	14.434
606.070	14.428
606.146	14.422
606.222	14.417
606.298	14.414
606.374	14.415
606.450	14.417
606.526	14.421
606.602	14.427
606.678	14.432
606.754	14.437
606.830	14.441
606.906	14.444
606.982	14.449
607.058	14.454
607.134	14.460
607.210	14.463
607.286	14.465
607.362	14.464
607.438	14.464
607.514	14.465
607.590	14.470
607.666	14.476
607.742	14.482
607.818	14.487
607.894	14.490
607.970	14.492
608.046	14.495
608.122	14.498
